,0
487200.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
485577.txt,"['doc 485206.txt is 93.89273647925279 similar', 'doc 484862.txt is 90.42366918436258 similar']"
490146.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
486724.txt,['doc 487950.txt is 92.2659530400789 similar']
14589.txt,"['doc 484945.txt is 100.00000000000003 similar', 'doc 487243.txt is 100.00000000000003 similar', 'doc 488164.txt is 100.00000000000003 similar', 'doc 486957.txt is 100.00000000000003 similar', 'doc 486611.txt is 100.00000000000003 similar', 'doc 488674.txt is 100.00000000000003 similar', 'doc 484465.txt is 100.00000000000003 similar', 'doc 489197.txt is 100.00000000000003 similar', 'doc 40.txt is 100.00000000000003 similar', 'doc 486910.txt is 100.00000000000003 similar', 'doc 486905.txt is 100.00000000000003 similar', 'doc 486534.txt is 100.00000000000003 similar', 'doc 486480.txt is 100.00000000000003 similar', 'doc 14361.txt is 100.00000000000003 similar', 'doc 13552.txt is 100.00000000000003 similar', 'doc 490078.txt is 100.00000000000003 similar', 'doc 484209.txt is 100.00000000000003 similar', 'doc 488142.txt is 100.00000000000003 similar', 'doc 486958.txt is 100.00000000000003 similar']"
486054.txt,"['doc 484428.txt is 99.89319576257006 similar', 'doc 490111.txt is 91.9412791815416 similar', 'doc 489290.txt is 91.9412791815416 similar', 'doc 488763.txt is 91.9412791815416 similar', 'doc 488993.txt is 99.35584497677468 similar', 'doc 484824.txt is 99.7576132439398 similar', 'doc 484577.txt is 91.9412791815416 similar', 'doc 489330.txt is 91.9412791815416 similar', 'doc 485734.txt is 91.9412791815416 similar', 'doc 485052.txt is 91.9412791815416 similar', 'doc 488576.txt is 99.74088563498384 similar', 'doc 485708.txt is 91.9412791815416 similar', 'doc 489718.txt is 91.9412791815416 similar', 'doc 489731.txt is 91.9412791815416 similar', 'doc 484405.txt is 91.9412791815416 similar', 'doc 485243.txt is 99.73963197683534 similar', 'doc 489914.txt is 91.9412791815416 similar', 'doc 484835.txt is 99.214794358403 similar', 'doc 573.txt is 99.7480555168024 similar', 'doc 489231.txt is 91.9412791815416 similar', 'doc 485437.txt is 99.7248603470179 similar', 'doc 488675.txt is 99.70217093133343 similar', 'doc 485436.txt is 98.84155175384642 similar', 'doc 484933.txt is 91.9412791815416 similar', 'doc 486063.txt is 91.9412791815416 similar', 'doc 485742.txt is 91.9412791815416 similar', 'doc 485024.txt is 91.9412791815416 similar', 'doc 486049.txt is 91.9412791815416 similar', 'doc 488676.txt is 97.63831093011443 similar', 'doc 488475.txt is 91.9412791815416 similar', 'doc 489757.txt is 91.9412791815416 similar', 'doc 489838.txt is 91.9412791815416 similar', 'doc 489578.txt is 91.9412791815416 similar', 'doc 485008.txt is 91.9412791815416 similar', 'doc 489815.txt is 91.9412791815416 similar', 'doc 484300.txt is 99.424276942531 similar', 'doc 485546.txt is 91.9412791815416 similar', 'doc 628.txt is 99.62261296015167 similar', 'doc 489209.txt is 91.9412791815416 similar', 'doc 485023.txt is 91.9412791815416 similar', 'doc 489827.txt is 91.9412791815416 similar', 'doc 489199.txt is 91.9412791815416 similar', 'doc 485760.txt is 91.9412791815416 similar', 'doc 489549.txt is 99.39041865539093 similar', 'doc 485602.txt is 97.32461641759043 similar', 'doc 485776.txt is 99.83261937018067 similar', 'doc 485772.txt is 91.9412791815416 similar', 'doc 488726.txt is 91.9412791815416 similar', 'doc 488719.txt is 91.9412791815416 similar', 'doc 485375.txt is 91.62092984064653 similar', 'doc 489017.txt is 99.08556619995241 similar', 'doc 484718.txt is 92.52998686863948 similar', 'doc 486053.txt is 99.74813497817945 similar', 'doc 485214.txt is 91.9412791815416 similar', 'doc 486084.txt is 90.86449900284448 similar', 'doc 489176.txt is 91.9412791815416 similar', 'doc 489064.txt is 91.9412791815416 similar', 'doc 485312.txt is 91.61177519291168 similar', 'doc 485070.txt is 91.9412791815416 similar', 'doc 489270.txt is 91.9412791815416 similar', 'doc 489516.txt is 99.76947203395711 similar', 'doc 489066.txt is 91.9412791815416 similar', 'doc 485715.txt is 91.9412791815416 similar', 'doc 485088.txt is 91.9412791815416 similar', 'doc 489895.txt is 91.9412791815416 similar', 'doc 484427.txt is 91.9412791815416 similar', 'doc 485102.txt is 91.9412791815416 similar', 'doc 489102.txt is 97.9117191155664 similar', 'doc 484424.txt is 99.56584127402905 similar', 'doc 489539.txt is 91.9412791815416 similar']"
40.txt,"['doc 484945.txt is 100.00000000000003 similar', 'doc 487243.txt is 100.00000000000003 similar', 'doc 488164.txt is 100.00000000000003 similar', 'doc 486957.txt is 100.00000000000003 similar', 'doc 486611.txt is 100.00000000000003 similar', 'doc 488674.txt is 100.00000000000003 similar', 'doc 484465.txt is 100.00000000000003 similar', 'doc 489197.txt is 100.00000000000003 similar', 'doc 14589.txt is 100.00000000000003 similar', 'doc 486910.txt is 100.00000000000003 similar', 'doc 486905.txt is 100.00000000000003 similar', 'doc 486534.txt is 100.00000000000003 similar', 'doc 486480.txt is 100.00000000000003 similar', 'doc 14361.txt is 100.00000000000003 similar', 'doc 13552.txt is 100.00000000000003 similar', 'doc 490078.txt is 100.00000000000003 similar', 'doc 484209.txt is 100.00000000000003 similar', 'doc 488142.txt is 100.00000000000003 similar', 'doc 486958.txt is 100.00000000000003 similar']"
14616.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
489549.txt,"['doc 484428.txt is 99.44669361022179 similar', 'doc 488993.txt is 98.70251238281155 similar', 'doc 484824.txt is 99.38670161703692 similar', 'doc 488576.txt is 99.39313133519285 similar', 'doc 485243.txt is 99.3330600463323 similar', 'doc 484835.txt is 98.49587997476105 similar', 'doc 573.txt is 99.41513944612595 similar', 'doc 485437.txt is 99.40396654476937 similar', 'doc 488675.txt is 99.09440509716578 similar', 'doc 485436.txt is 98.58205331365822 similar', 'doc 488676.txt is 96.99627229650343 similar', 'doc 484300.txt is 98.85693224493225 similar', 'doc 628.txt is 99.01533209653445 similar', 'doc 486054.txt is 99.39041865539093 similar', 'doc 485602.txt is 96.80370479191478 similar', 'doc 485776.txt is 99.41655865539116 similar', 'doc 485375.txt is 91.53190770875855 similar', 'doc 489017.txt is 98.36758820873554 similar', 'doc 484718.txt is 92.56000647987761 similar', 'doc 486053.txt is 99.02535598699167 similar', 'doc 486084.txt is 91.3819078615876 similar', 'doc 485312.txt is 91.263833455717 similar', 'doc 489516.txt is 99.34884792764343 similar', 'doc 489102.txt is 97.38441435924936 similar', 'doc 484424.txt is 99.21869727991958 similar']"
489005.txt,['doc 485615.txt is 93.95886387191518 similar']
418.txt,['doc 445.txt is 99.99999999999997 similar']
485602.txt,"['doc 484428.txt is 97.17644510032275 similar', 'doc 488993.txt is 98.16736985166395 similar', 'doc 484824.txt is 97.41682664551266 similar', 'doc 488576.txt is 97.03319703219742 similar', 'doc 485243.txt is 97.67948296488865 similar', 'doc 484835.txt is 96.59148949372167 similar', 'doc 573.txt is 97.07186568310361 similar', 'doc 485437.txt is 97.11462955853094 similar', 'doc 488675.txt is 97.03475541893057 similar', 'doc 485436.txt is 96.68193979400303 similar', 'doc 488676.txt is 95.03886850384006 similar', 'doc 484300.txt is 98.23896479477708 similar', 'doc 628.txt is 96.95732592864832 similar', 'doc 486054.txt is 97.32461641759043 similar', 'doc 489549.txt is 96.80370479191478 similar', 'doc 485776.txt is 97.3389118110691 similar', 'doc 485375.txt is 94.68472439337613 similar', 'doc 489017.txt is 96.46567821335785 similar', 'doc 484718.txt is 93.88073265908714 similar', 'doc 486053.txt is 97.11072823432322 similar', 'doc 486084.txt is 92.3250217857724 similar', 'doc 485312.txt is 90.26219362715955 similar', 'doc 489516.txt is 97.6535589575491 similar', 'doc 489102.txt is 97.0203913992134 similar', 'doc 484424.txt is 96.862904640489 similar']"
15092.txt,"['doc 14737.txt is 100.0 similar', 'doc 14734.txt is 100.0 similar', 'doc 490258.txt is 92.01415037097645 similar', 'doc 13843.txt is 100.0 similar', 'doc 14740.txt is 100.0 similar', 'doc 14594.txt is 100.0 similar', 'doc 14580.txt is 100.0 similar', 'doc 13830.txt is 100.0 similar', 'doc 13834.txt is 100.0 similar', 'doc 14590.txt is 100.0 similar', 'doc 487972.txt is 100.0 similar', 'doc 487942.txt is 100.0 similar', 'doc 486394.txt is 100.0 similar', 'doc 685.txt is 100.0 similar', 'doc 487467.txt is 100.0 similar', 'doc 490322.txt is 100.0 similar']"
15051.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
485206.txt,"['doc 486010.txt is 94.87006985656447 similar', 'doc 485999.txt is 90.7779072975017 similar', 'doc 485581.txt is 93.34518115842596 similar', 'doc 485577.txt is 93.89273647925279 similar', 'doc 484686.txt is 94.87006985656447 similar']"
487377.txt,['doc 487318.txt is 99.4617014102622 similar']
13795.txt,"['doc 13799.txt is 100.00000000000004 similar', 'doc 13822.txt is 100.00000000000004 similar', 'doc 489947.txt is 94.37248446321091 similar', 'doc 486133.txt is 94.37248446321091 similar']"
13959.txt,"['doc 486189.txt is 100.00000000000003 similar', 'doc 14692.txt is 100.00000000000003 similar', 'doc 487079.txt is 100.00000000000003 similar', 'doc 487535.txt is 100.00000000000003 similar', 'doc 487618.txt is 100.00000000000003 similar', 'doc 487032.txt is 100.00000000000003 similar', 'doc 488278.txt is 100.00000000000003 similar', 'doc 13938.txt is 100.00000000000003 similar', 'doc 487464.txt is 100.00000000000003 similar', 'doc 686.txt is 100.00000000000003 similar']"
485548.txt,['doc 485073.txt is 91.0303341401321 similar']
485776.txt,"['doc 484428.txt is 99.96153860019413 similar', 'doc 488993.txt is 99.12963634593352 similar', 'doc 484824.txt is 99.88866487891043 similar', 'doc 488576.txt is 99.7908954179385 similar', 'doc 485243.txt is 99.82576962772666 similar', 'doc 484835.txt is 99.00479630175396 similar', 'doc 573.txt is 99.93023364196299 similar', 'doc 485437.txt is 99.91994908933889 similar', 'doc 488675.txt is 99.60683403395728 similar', 'doc 485436.txt is 98.7470377950427 similar', 'doc 488676.txt is 97.49768010087345 similar', 'doc 484300.txt is 99.30651973815496 similar', 'doc 628.txt is 99.45586400313647 similar', 'doc 486054.txt is 99.83261937018067 similar', 'doc 489549.txt is 99.41655865539116 similar', 'doc 485602.txt is 97.3389118110691 similar', 'doc 485375.txt is 91.69005334377638 similar', 'doc 489017.txt is 98.77651436320289 similar', 'doc 484718.txt is 92.31931902472755 similar', 'doc 486053.txt is 99.53700805265146 similar', 'doc 486084.txt is 91.36371890096294 similar', 'doc 485312.txt is 91.60420774334193 similar', 'doc 489516.txt is 99.86327887458486 similar', 'doc 489102.txt is 97.68879840134353 similar', 'doc 484424.txt is 99.61576329026255 similar']"
485992.txt,"['doc 485615.txt is 95.04068090066914 similar', 'doc 489360.txt is 100.0 similar']"
486294.txt,"['doc 14079.txt is 95.97874554866867 similar', 'doc 486363.txt is 97.76943614822436 similar', 'doc 487726.txt is 97.76334868979592 similar', 'doc 488205.txt is 96.8839315735257 similar', 'doc 14052.txt is 97.15136365059412 similar', 'doc 486412.txt is 97.74801967029347 similar', 'doc 15013.txt is 97.85412299699537 similar', 'doc 490339.txt is 97.25519040027677 similar', 'doc 486359.txt is 97.07864205180617 similar', 'doc 486371.txt is 97.27356673169692 similar', 'doc 14863.txt is 96.9377571223506 similar', 'doc 488229.txt is 97.40707979114825 similar', 'doc 486616.txt is 97.91883954141694 similar', 'doc 486415.txt is 97.80268822167474 similar', 'doc 486672.txt is 96.77973373546746 similar', 'doc 486712.txt is 90.07429199556753 similar', 'doc 486878.txt is 97.16620993821329 similar', 'doc 370.txt is 96.94974990586147 similar', 'doc 488287.txt is 97.99093511457797 similar', 'doc 15040.txt is 96.7960434722555 similar', 'doc 14138.txt is 96.80742407581462 similar', 'doc 486380.txt is 97.17715248943549 similar', 'doc 487129.txt is 97.46606098855884 similar', 'doc 488153.txt is 97.78511876012743 similar', 'doc 679.txt is 98.43723908861026 similar', 'doc 645.txt is 98.17019065604165 similar', 'doc 488209.txt is 97.79226494390754 similar', 'doc 641.txt is 91.43651070638343 similar', 'doc 14077.txt is 95.02240302338556 similar', 'doc 490335.txt is 96.07073229440127 similar', 'doc 486391.txt is 97.67550687318852 similar']"
